request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_181,288.75,affordable_later,wait,2024-05-15:5059.20,2024-05-15,none,"Pay USD 5,059.20 in full on 15 May 2024. Paying earlier would take the balance below the USD 2,000 minimum."
request_182,65714,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,"Pay ZAR 65,714 today. This leaves at least ZAR 31,100 available over the next 90 days."
request_183,23014911.60,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-05-15,none,"Use 3 installments of IDR 9,313,546.67, starting 10 April 2026. This leaves at least IDR 11,878,300 available."
request_184,7686.29,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 251,900 request. Although INR 7,686.29 is available today, the full amount cannot be completed safely within 90 days."
request_185,325.22,affordable_later,wait,2026-01-15:1257.30,2026-01-15,none,"Pay EUR 1,257.30 in full on 15 January 2026. Paying earlier would take the balance below the EUR 1,300 minimum."
request_186,3663.66,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 26,554 request. Although ZAR 3,663.66 is available today, the full amount cannot be completed safely within 90 days."
request_187,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 November 2024. None of the available options keeps the INR 128,300 minimum protected."
request_188,95.28,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 2,464 request. Although EUR 95.28 is available today, the full amount cannot be completed safely within 90 days."
request_189,488.40,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,Pay EUR 488.40 today. This leaves at least EUR 400 available over the next 90 days.
request_190,478.27,affordable_later,wait,2024-12-15:2557.50,2024-12-15,none,"Pay EUR 2,557.50 in full on 15 December 2024. Paying earlier would take the balance below the EUR 1,600 minimum."
request_191,664.40,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,Pay EUR 664.40 today. This leaves at least EUR 500 available over the next 90 days.
request_192,159.84,affordable_later,wait,2026-06-15:2046,2026-06-15,none,"Pay USD 2,046 in full on 15 June 2026. Paying earlier would take the balance below the USD 1,000 minimum."
request_193,39,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-05-15,none,"Use 3 installments of EUR 420.23, starting 21 March 2024. This leaves at least EUR 1,000 available."
request_194,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 23 October 2025. None of the available options keeps the INR 113,600 minimum protected."
request_195,969.39,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-02-15,none,"Use 3 installments of EUR 405.74, starting 9 January 2026. This leaves at least EUR 700 available."
request_196,762.30,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,Pay EUR 762.30 today. This leaves at least EUR 500 available over the next 90 days.
request_197,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 21 January 2026. None of the available options keeps the IDR 26,245,900 minimum protected."
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"Pay INR 185,800 today. This leaves at least INR 124,300 available over the next 90 days."
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8,206,986.67, starting 7 September 2024. This leaves at least IDR 25,359,500 available."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"Pay IDR 21,717,000 today. This leaves at least IDR 20,114,600 available over the next 90 days."
request_201,22760482.12,affordable_with_plan,full_payment,2026-04-03:23997000,,stop:event_18492|stop:event_18493,"Stop the cloud storage plan and stop the streaming subscription, then pay IDR 23,997,000 today. This leaves at least IDR 17,304,500 available."
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"Pay INR 123,900 today. This leaves at least INR 147,800 available over the next 90 days."
request_203,1442.10,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 10 May 2025. This leaves at least EUR 1,400 available."
request_204,581.07,affordable_later,wait,2026-01-15:588.74,2026-01-15,none,"Pay EUR 588.74 in full on 15 January 2026. Paying earlier would take the balance below the EUR 1,300 minimum."
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"Pay IDR 10,621,000 today. This leaves at least IDR 13,994,300 available over the next 90 days."
request_206,1404.70,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 3 August 2025. This leaves at least EUR 900 available."
request_207,4491.14,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"Pay ZAR 11,830 in full on 15 July 2026. Paying earlier would take the balance below the ZAR 13,600 minimum."
request_208,3077296.34,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,"Pay IDR 4,413,000 in full on 15 June 2024. Paying earlier would take the balance below the IDR 10,470,700 minimum."
request_209,1672.32,not_affordable,not_recommended,none,2026-01-15,none,"Do not make this payment by 25 November 2025. None of the available options keeps the ZAR 18,400 minimum protected."
request_210,825.44,affordable_with_plan,partial_payment,2026-04-06:825.44|2026-04-15:534.58,2026-04-15,none,"Pay USD 825.44 today and the remaining USD 534.58 on 15 April 2026. This completes the full request and keeps the USD 2,000 minimum protected."
request_211,278.08,affordable_later,wait,2024-09-15:1788.60,2024-09-15,none,"Pay EUR 1,788.60 in full on 15 September 2024. Paying earlier would take the balance below the EUR 1,500 minimum."
request_212,3823959.50,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 71,934,000 request. Although IDR 3,823,959.50 is available today, the full amount cannot be completed safely within 90 days."
request_213,2298.53,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 3,362.40 request. Although USD 2,298.53 is available today, the full amount cannot be completed safely within 90 days."
request_214,39486.80,affordable_with_plan,partial_payment,2024-12-04:39486.80|2024-12-15:30263.20,2024-12-15,none,"Pay INR 39,486.80 today and the remaining INR 30,263.20 on 15 December 2024. This completes the full request and keeps the INR 174,900 minimum protected."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10,395.15, starting 9 May 2025. This leaves at least ZAR 15,700 available."
request_216,475.67,affordable_later,wait,2026-09-15:3332.40,2026-09-15,none,"Pay USD 3,332.40 in full on 15 September 2026. Paying earlier would take the balance below the USD 1,800 minimum."
request_217,19325.89,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-03-15,none,"Use 3 installments of ZAR 12,889.07, starting 19 March 2024. This leaves at least ZAR 26,800 available."
request_218,24394248.89,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-08-15,none,"Use 3 installments of IDR 21,195,893.33, starting 7 August 2025. This leaves at least IDR 34,477,200 available."
request_219,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 13 June 2026. None of the available options keeps the EUR 1,100 minimum protected."
request_220,62.60,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 3,118.50 request. Although EUR 62.60 is available today, the full amount cannot be completed safely within 90 days."
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Pay INR 109,800 today. This leaves at least INR 81,500 available over the next 90 days."
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Pay ZAR 34,078 today. This leaves at least ZAR 27,300 available over the next 90 days."
request_223,898.70,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Pay EUR 898.70 today. This leaves at least EUR 800 available over the next 90 days.
request_224,9815039.10,affordable_with_plan,partial_payment,2025-02-04:9815039.10|2025-02-15:511960.90,2025-02-15,none,"Pay IDR 9,815,039.10 today and the remaining IDR 511,960.90 on 15 February 2025. This completes the full request and keeps the IDR 22,187,600 minimum protected."
request_225,9484760.77,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-15,none,"Use 3 installments of IDR 7,647,120, starting 20 July 2026. This leaves at least IDR 17,670,700 available."
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Pay INR 157,000 today. This leaves at least INR 209,400 available over the next 90 days."
request_227,7320.95,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 259,700 request. Although INR 7,320.95 is available today, the full amount cannot be completed safely within 90 days."
request_228,1474482.33,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 63,327,000 request. Although IDR 1,474,482.33 is available today, the full amount cannot be completed safely within 90 days."
request_229,431.43,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,none,"Use 3 installments of EUR 529.29, starting 18 March 2024. This leaves at least EUR 1,000 available."
request_230,3537.60,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"Pay EUR 3,537.60 today. This leaves at least EUR 2,000 available over the next 90 days."
request_231,30862.27,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-15,none,"Use 3 installments of ZAR 12,378.08, starting 6 January 2026. This leaves at least ZAR 24,300 available."
request_232,486.26,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,970.10 request. Although EUR 486.26 is available today, the full amount cannot be completed safely within 90 days."
request_233,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 17 December 2025. None of the available options keeps the IDR 10,365,700 minimum protected."
request_234,183.14,affordable_later,wait,2026-09-15:1213.30,2026-09-15,none,"Pay EUR 1,213.30 in full on 15 September 2026. Paying earlier would take the balance below the EUR 700 minimum."
request_235,967.20,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,Pay USD 967.20 today. This leaves at least USD 700 available over the next 90 days.
request_236,6058438.57,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 52,383,000 request. Although IDR 6,058,438.57 is available today, the full amount cannot be completed safely within 90 days."
request_237,22175651.14,affordable_with_plan,full_payment,2026-04-05:23826000,,reduce_to:event_21813:548720,"Reduce the clothing and household items to idr 548,720, then pay IDR 23,826,000 today. This leaves at least IDR 22,431,500 available."
request_238,663.60,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 7 December 2024. This leaves at least USD 700 available."
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay USD 642 today. This leaves at least USD 600 available over the next 90 days.
request_240,13850.19,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 101,200 request. Although INR 13,850.19 is available today, the full amount cannot be completed safely within 90 days."
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7,298,026.67, starting 17 March 2024. This leaves at least IDR 19,252,000 available."
request_242,0,not_affordable,not_recommended,none,,none,Do not make this payment by 25 August 2025. None of the available options keeps the EUR 600 minimum protected.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Pay ZAR 17,468 today. This leaves at least ZAR 19,900 available over the next 90 days."
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Pay ZAR 49,918 today. This leaves at least ZAR 45,900 available over the next 90 days."
request_245,24789.03,affordable_later,wait,2026-01-15:128500,2026-01-15,none,"Pay INR 128,500 in full on 15 January 2026. Paying earlier would take the balance below the INR 94,600 minimum."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22,216.48, starting 3 April 2026. This leaves at least ZAR 39,300 available."
request_247,1059.30,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"Pay EUR 1,059.30 today. This leaves at least EUR 1,300 available over the next 90 days."
request_248,938.34,affordable_with_plan,partial_payment,2025-02-07:938.34|2025-02-15:1027.26,2025-02-15,none,"Pay USD 938.34 today and the remaining USD 1,027.26 on 15 February 2025. This completes the full request and keeps the USD 1,300 minimum protected."
request_249,128.81,affordable_later,wait,2026-03-15:643.20,2026-03-15,none,Pay USD 643.20 in full on 15 March 2026. Paying earlier would take the balance below the USD 600 minimum.
request_250,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 18 January 2025. None of the available options keeps the ZAR 35,300 minimum protected."
request_251,1513.60,not_affordable,not_recommended,none,2025-05-03,none,"Do not make this payment by 6 June 2025. None of the available options keeps the EUR 1,300 minimum protected."
request_252,3689995.04,affordable_later,wait,2026-09-15:28082000,2026-09-15,none,"Pay IDR 28,082,000 in full on 15 September 2026. Paying earlier would take the balance below the IDR 15,152,200 minimum."
request_253,1366.69,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-05-15,none,"Use 3 installments of EUR 984.60, starting 21 March 2024. This leaves at least EUR 2,300 available."
request_254,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 October 2025. None of the available options keeps the USD 2,500 minimum protected."
request_255,948054.81,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 3,345,000 request. Although IDR 948,054.81 is available today, the full amount cannot be completed safely within 90 days."
request_256,150683.39,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-07-15,none,"Use 3 installments of INR 75,816, starting 10 June 2024. This leaves at least INR 168,600 available."
request_257,324.97,affordable_later,wait,2025-11-15:1352.40,2025-11-15,none,"Pay USD 1,352.40 in full on 15 November 2025. Paying earlier would take the balance below the USD 1,600 minimum."
request_258,1113.60,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"Pay USD 1,113.60 today. This leaves at least USD 500 available over the next 90 days."
request_259,211.85,affordable_later,wait,2024-11-15:935,2024-11-15,none,Pay EUR 935 in full on 15 November 2024. Paying earlier would take the balance below the EUR 600 minimum.
request_260,6155685.61,affordable_with_plan,partial_payment,2025-02-06:7008017.84|2025-04-15:45070982.16,,reduce_to:event_23895:478040,"Reduce the online retail purchases to idr 478,040, then pay IDR 7,008,017.84 today and the remaining IDR 45,070,982.16 on 15 April 2025. This keeps the IDR 20,727,700 minimum protected."
request_261,1830.40,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Pay EUR 1,830.40 today. This leaves at least EUR 1,500 available over the next 90 days."
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Pay IDR 9,236,000 today. This leaves at least IDR 31,018,500 available over the next 90 days."
request_263,5797.68,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 51,546 request. Although ZAR 5,797.68 is available today, the full amount cannot be completed safely within 90 days."
request_264,22511.60,affordable_later,wait,2026-06-15:111300,2026-06-15,none,"Pay INR 111,300 in full on 15 June 2026. Paying earlier would take the balance below the INR 59,500 minimum."
request_265,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 21 March 2024. None of the available options keeps the INR 189,700 minimum protected."
request_266,775.32,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-09-15,none,"Use 3 installments of EUR 324.13, starting 3 August 2025. This leaves at least EUR 900 available."
request_267,1637.80,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-02-15,stop:event_24573,"Use 3 installments of EUR 667.33, starting 8 January 2026. This leaves at least EUR 1,500 available."
request_268,1033.03,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Use 3 installments of EUR 841.22, starting 14 June 2024. This leaves at least EUR 1,400 available."
request_269,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2 January 2026. None of the available options keeps the ZAR 23,100 minimum protected."
request_270,110.29,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 3,028.80 request. Although USD 110.29 is available today, the full amount cannot be completed safely within 90 days."
request_271,13661.32,affordable_later,wait,2024-11-15:91300,2024-11-15,none,"Pay INR 91,300 in full on 15 November 2024. Paying earlier would take the balance below the INR 58,200 minimum."
request_272,5418999.11,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"Use 3 installments of IDR 4,709,466.67, starting 12 February 2025. This leaves at least IDR 7,508,600 available."
request_273,9544779.15,affordable_with_plan,partial_payment,2026-04-07:9544779.15|2026-04-15:6316220.85,2026-04-15,none,"Pay IDR 9,544,779.15 today and the remaining IDR 6,316,220.85 on 15 April 2026. This completes the full request and keeps the IDR 18,774,600 minimum protected."
request_274,2135.08,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2025-02-15,reduce_to:event_25181:51.60,"Use 3 installments of EUR 940.75, starting 4 December 2024. This leaves at least EUR 1,800 available."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Pay IDR 15,884,000 today. This leaves at least IDR 12,760,100 available over the next 90 days."
