request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_184,7581.89,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 251,900 request. Although INR 7,581.89 is available today, the full amount cannot be completed safely within 90 days."
request_185,328.95,affordable_later,wait,2026-01-15:1257.3,2026-01-15,none,"Pay EUR 1,257.30 in full on 15 January 2026. Paying earlier would take the balance below the EUR 1,300 minimum."
request_186,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 March 2026. None of the available options keeps the ZAR 22,000 minimum protected."
request_187,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 November 2024. None of the available options keeps the INR 128,300 minimum protected."
request_188,95.28,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 2,464 request. Although EUR 95.28 is available today, the full amount cannot be completed safely within 90 days."
request_189,488.40,affordable_now,full_payment,2026-07-04:488.4,2026-07-04,none,Pay EUR 488.40 today. This leaves at least EUR 400 available over the next 90 days.
request_190,562.20,affordable_later,wait,2025-02-15:2557.5,2025-02-15,none,"Pay EUR 2,557.50 in full on 15 February 2025. Paying earlier would take the balance below the EUR 1,600 minimum."
request_191,664.40,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,none,Pay EUR 664.40 today. This leaves at least EUR 500 available over the next 90 days.
request_192,161.39,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 2,046 request. Although USD 161.39 is available today, the full amount cannot be completed safely within 90 days."
request_193,71.23,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-05-15,none,"Use 3 installments of EUR 420.23, starting 21 March 2024. This leaves at least EUR 1,000 available."
request_194,34215.18,affordable_later,wait,2025-10-23:132800,2025-10-23,none,"Pay INR 132,800 in full on 23 October 2025. Paying earlier would take the balance below the INR 113,600 minimum."
request_195,87.92,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,170.40 request. Although EUR 87.92 is available today, the full amount cannot be completed safely within 90 days."
request_196,762.30,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Pay EUR 762.30 today. This leaves at least EUR 500 available over the next 90 days.
request_197,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 21 January 2026. None of the available options keeps the IDR 26,245,900 minimum protected."
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"Pay INR 185,800 today. This leaves at least INR 124,300 available over the next 90 days."
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8,206,986.67, starting 7 September 2024. This leaves at least IDR 25,359,500 available."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"Pay IDR 21,717,000 today. This leaves at least IDR 20,114,600 available over the next 90 days."
request_201,22789399.46,affordable_with_plan,full_payment,2026-04-03:23997000,,stop:event_18492|stop:event_18493,"Stop the cloud storage plan and stop the streaming subscription, then pay IDR 23,997,000 today. This leaves at least IDR 17,304,500 available."
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"Pay INR 123,900 today. This leaves at least INR 147,800 available over the next 90 days."
request_203,1442.10,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 10 May 2025. This leaves at least EUR 1,400 available."
request_204,581.07,affordable_later,wait,2026-01-15:588.74,2026-01-15,none,"Pay EUR 588.74 in full on 15 January 2026. Paying earlier would take the balance below the EUR 1,300 minimum."
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"Pay IDR 10,621,000 today. This leaves at least IDR 13,994,300 available over the next 90 days."
request_206,1404.70,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 3 August 2025. This leaves at least EUR 900 available."
request_207,4491.14,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"Pay ZAR 11,830 in full on 15 July 2026. Paying earlier would take the balance below the ZAR 13,600 minimum."
request_208,3110336.76,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,"Pay IDR 4,413,000 in full on 15 June 2024. Paying earlier would take the balance below the IDR 10,470,700 minimum."
request_209,1697.02,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 56,914 request. Although ZAR 1,697.02 is available today, the full amount cannot be completed safely within 90 days."
request_210,985.70,affordable_with_plan,partial_payment,2026-04-06:985.70|2026-04-15:374.32,2026-04-15,none,"Pay USD 985.70 today and the remaining USD 374.32 on 15 April 2026. This completes the full request and keeps the USD 2,000 minimum protected."
request_211,278.08,affordable_later,wait,2024-11-15:1788.6,2024-11-15,none,"Pay EUR 1,788.60 in full on 15 November 2024. Paying earlier would take the balance below the EUR 1,500 minimum."
request_212,3847127.46,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 71,934,000 request. Although IDR 3,847,127.46 is available today, the full amount cannot be completed safely within 90 days."
request_213,2336.46,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 3,362.40 request. Although USD 2,336.46 is available today, the full amount cannot be completed safely within 90 days."
request_214,41326.15,affordable_with_plan,partial_payment,2024-12-04:41326.15|2024-12-15:28423.85,2024-12-15,none,"Pay INR 41,326.15 today and the remaining INR 28,423.85 on 15 December 2024. This completes the full request and keeps the INR 174,900 minimum protected."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10,395.15, starting 9 May 2025. This leaves at least ZAR 15,700 available."
request_216,475.67,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 3,332.40 request. Although USD 475.67 is available today, the full amount cannot be completed safely within 90 days."
request_217,19317.45,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-15,none,"Use 3 installments of ZAR 12,889.07, starting 19 March 2024. This leaves at least ZAR 26,800 available."
request_218,23122283.93,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Use 3 installments of IDR 21,195,893.33, starting 7 August 2025. This leaves at least IDR 34,477,200 available."
request_219,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 13 June 2026. None of the available options keeps the EUR 1,100 minimum protected."
request_220,66.01,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 3,118.50 request. Although EUR 66.01 is available today, the full amount cannot be completed safely within 90 days."
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Pay INR 109,800 today. This leaves at least INR 81,500 available over the next 90 days."
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Pay ZAR 34,078 today. This leaves at least ZAR 27,300 available over the next 90 days."
request_223,898.70,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.70 today. This leaves at least EUR 800 available over the next 90 days.
request_224,9815039.10,affordable_with_plan,partial_payment,2025-02-04:9815039.10|2025-02-15:511960.90,2025-02-15,none,"Pay IDR 9,815,039.10 today and the remaining IDR 511,960.90 on 15 February 2025. This completes the full request and keeps the IDR 22,187,600 minimum protected."
request_225,9566952.48,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-15,none,"Use 3 installments of IDR 7,647,120, starting 20 July 2026. This leaves at least IDR 17,670,700 available."
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Pay INR 157,000 today. This leaves at least INR 209,400 available over the next 90 days."
request_227,7320.95,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 259,700 request. Although INR 7,320.95 is available today, the full amount cannot be completed safely within 90 days."
request_228,1474482.33,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 63,327,000 request. Although IDR 1,474,482.33 is available today, the full amount cannot be completed safely within 90 days."
request_229,473.76,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,none,"Use 3 installments of EUR 529.29, starting 18 March 2024. This leaves at least EUR 1,000 available."
request_230,3537.60,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,"Pay EUR 3,537.60 today. This leaves at least EUR 2,000 available over the next 90 days."
request_231,30631.17,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-02-15,stop:event_21224,"Use 3 installments of ZAR 12,378.08, starting 6 January 2026. This leaves at least ZAR 24,300 available."
request_232,486.26,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,970.10 request. Although EUR 486.26 is available today, the full amount cannot be completed safely within 90 days."
request_233,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 17 December 2025. None of the available options keeps the IDR 10,365,700 minimum protected."
request_234,183.14,affordable_later,wait,2026-09-15:1213.3,2026-09-15,none,"Pay EUR 1,213.30 in full on 15 September 2026. Paying earlier would take the balance below the EUR 700 minimum."
request_235,967.20,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967.20 today. This leaves at least USD 700 available over the next 90 days.
request_236,6067346.57,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 52,383,000 request. Although IDR 6,067,346.57 is available today, the full amount cannot be completed safely within 90 days."
request_237,22565112.33,affordable_with_plan,full_payment,2026-04-05:23826000,,reduce_to:event_21813:548720,"Reduce the clothing and household items to idr 548,720, then pay IDR 23,826,000 today. This leaves at least IDR 22,431,500 available."
request_238,663.60,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 7 December 2024. This leaves at least USD 700 available."
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay USD 642 today. This leaves at least USD 600 available over the next 90 days.
request_240,13850.19,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 101,200 request. Although INR 13,850.19 is available today, the full amount cannot be completed safely within 90 days."
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7,298,026.67, starting 17 March 2024. This leaves at least IDR 19,252,000 available."
request_242,0,not_affordable,not_recommended,none,,none,Do not make this payment by 25 August 2025. None of the available options keeps the EUR 600 minimum protected.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Pay ZAR 17,468 today. This leaves at least ZAR 19,900 available over the next 90 days."
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Pay ZAR 49,918 today. This leaves at least ZAR 45,900 available over the next 90 days."
request_245,24026.15,affordable_later,wait,2026-01-15:128500,2026-01-15,none,"Pay INR 128,500 in full on 15 January 2026. Paying earlier would take the balance below the INR 94,600 minimum."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22,216.48, starting 3 April 2026. This leaves at least ZAR 39,300 available."
request_247,1059.30,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,"Pay EUR 1,059.30 today. This leaves at least EUR 1,300 available over the next 90 days."
request_248,397.73,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 1,965.60 request. Although USD 397.73 is available today, the full amount cannot be completed safely within 90 days."
request_249,0,not_affordable,not_recommended,none,,none,Do not make this payment by 15 March 2026. None of the available options keeps the USD 600 minimum protected.
request_250,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 18 January 2025. None of the available options keeps the ZAR 35,300 minimum protected."
request_251,1330.35,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,513.60 request. Although EUR 1,330.35 is available today, the full amount cannot be completed safely within 90 days."
request_252,3689995.04,affordable_later,wait,2026-09-15:28082000,2026-09-15,none,"Pay IDR 28,082,000 in full on 15 September 2026. Paying earlier would take the balance below the IDR 15,152,200 minimum."
request_253,1364.48,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-05-15,none,"Use 3 installments of EUR 984.60, starting 21 March 2024. This leaves at least EUR 2,300 available."
request_254,529.57,affordable_later,wait,2025-10-15:3535.2,2025-10-15,none,"Pay USD 3,535.20 in full on 15 October 2025. Paying earlier would take the balance below the USD 2,500 minimum."
request_255,933973.11,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 3,345,000 request. Although IDR 933,973.11 is available today, the full amount cannot be completed safely within 90 days."
request_256,150683.39,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-07-15,none,"Use 3 installments of INR 75,816, starting 10 June 2024. This leaves at least INR 168,600 available."
request_257,341.32,affordable_later,wait,2026-01-15:1352.4,2026-01-15,none,"Pay USD 1,352.40 in full on 15 January 2026. Paying earlier would take the balance below the USD 1,600 minimum."
request_258,1113.60,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,"Pay USD 1,113.60 today. This leaves at least USD 500 available over the next 90 days."
request_259,211.85,affordable_later,wait,2024-11-15:935,2024-11-15,none,Pay EUR 935 in full on 15 November 2024. Paying earlier would take the balance below the EUR 600 minimum.
request_260,6300499.69,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 52,079,000 request. Although IDR 6,300,499.69 is available today, the full amount cannot be completed safely within 90 days."
request_261,1830.40,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,"Pay EUR 1,830.40 today. This leaves at least EUR 1,500 available over the next 90 days."
request_262,9069170.10,affordable_with_plan,full_payment,2024-12-05:9236000,2025-02-15,reduce_to:event_24094:541500,"Reduce the video streaming plan to idr 541,500, then pay IDR 9,236,000 today. This leaves at least IDR 31,018,500 available."
request_263,5789.22,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 51,546 request. Although ZAR 5,789.22 is available today, the full amount cannot be completed safely within 90 days."
request_264,22538.65,affordable_later,wait,2026-06-15:111300,2026-06-15,none,"Pay INR 111,300 in full on 15 June 2026. Paying earlier would take the balance below the INR 59,500 minimum."
request_265,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 21 March 2024. None of the available options keeps the INR 189,700 minimum protected."
request_266,774.48,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-09-15,none,"Use 3 installments of EUR 324.13, starting 3 August 2025. This leaves at least EUR 900 available."
request_267,1641.61,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-02-15,stop:event_24573,"Use 3 installments of EUR 667.33, starting 8 January 2026. This leaves at least EUR 1,500 available."
request_268,1033.03,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Use 3 installments of EUR 841.22, starting 14 June 2024. This leaves at least EUR 1,400 available."
request_269,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2 January 2026. None of the available options keeps the ZAR 23,100 minimum protected."
request_270,110.29,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 3,028.80 request. Although USD 110.29 is available today, the full amount cannot be completed safely within 90 days."
request_271,13584.32,affordable_later,wait,2024-11-15:91300,2024-11-15,none,"Pay INR 91,300 in full on 15 November 2024. Paying earlier would take the balance below the INR 58,200 minimum."
request_272,5385606.38,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"Use 3 installments of IDR 4,709,466.67, starting 12 February 2025. This leaves at least IDR 7,508,600 available."
request_273,9626670.43,affordable_with_plan,partial_payment,2026-04-07:9626670.43|2026-04-15:6234329.57,2026-04-15,none,"Pay IDR 9,626,670.43 today and the remaining IDR 6,234,329.57 on 15 April 2026. This completes the full request and keeps the IDR 18,774,600 minimum protected."
request_274,2125.25,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2025-02-15,reduce_to:event_25181:51.60,"Use 3 installments of EUR 940.75, starting 4 December 2024. This leaves at least EUR 1,800 available."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Pay IDR 15,884,000 today. This leaves at least IDR 12,760,100 available over the next 90 days."
